"GEO_ID","NAME","B19013_001E","B19013_001M",
"8600000US00934","ZCTA5 00934","-","**",
"8600000US00936","ZCTA5 00936","-","**",
"8600000US00949","ZCTA5 00949","26392","1153",
"8600000US00950","ZCTA5 00950","-","**",
"8600000US00951","ZCTA5 00951","-","**",
"8600000US00952","ZCTA5 00952","14911","1812",
"8600000US00953","ZCTA5 00953","29146","1461",
"8600000US00956","ZCTA5 00956","23149","1325",
"8600000US00957","ZCTA5 00957","24612","1637",
"8600000US00959","ZCTA5 00959","30049","2019",
"8600000US00960","ZCTA5 00960","-","**",
"8600000US00961","ZCTA5 00961","29197","2369",
"8600000US00962","ZCTA5 00962","16062","1227",
"8600000US00965","ZCTA5 00965","14821","1703",
"8600000US00966","ZCTA5 00966","47315","3796",
"8600000US00968","ZCTA5 00968","48175","8907",
"8600000US00969","ZCTA5 00969","51910","3409",
"8600000US00971","ZCTA5 00971","20608","1638",
"8600000US00976","ZCTA5 00976","31304","1046",
"8600000US00979","ZCTA5 00979","36270","4493",
"8600000US00982","ZCTA5 00982","24970","2555",
"8600000US00983","ZCTA5 00983","26259","2216",
"8600000US00985","ZCTA5 00985","25338","1308",
"8600000US00987","ZCTA5 00987","33042","2029",
"8600000US01001","ZCTA5 01001","62144","5097",
"8600000US01002","ZCTA5 01002","55858","6890",
"8600000US01003","ZCTA5 01003","2,500-","***",
"8600000US01005","ZCTA5 01005","68278","9535",
"8600000US01007","ZCTA5 01007","93300","4630",
"8600000US01008","ZCTA5 01008","75250","11819",
"8600000US01009","ZCTA5 01009","81250","47876",
"8600000US01010","ZCTA5 01010","84471","14677",
"8600000US01011","ZCTA5 01011","64904","16599",
"8600000US01012","ZCTA5 01012","64091","10801",
"8600000US01013","ZCTA5 01013","40594","3134",
"8600000US01020","ZCTA5 01020","58226","2647",
"8600000US01022","ZCTA5 01022","41863","5923",
"8600000US01026","ZCTA5 01026","55268","8770",
"8600000US01027","ZCTA5 01027","62772","5581",
"8600000US01028","ZCTA5 01028","88442","2952",
"8600000US01029","ZCTA5 01029","72813","45057",
"8600000US01030","ZCTA5 01030","74139","4181",
"8600000US01031","ZCTA5 01031","42188","9786",
"8600000US01032","ZCTA5 01032","80500","13923",
"8600000US01033","ZCTA5 01033","95987","13215",
"8600000US01034","ZCTA5 01034","84926","8163",
"8600000US01035","ZCTA5 01035","64276","11982",
"8600000US01036","ZCTA5 01036","85943","6684",
"8600000US01037","ZCTA5 01037","96302","12131",
"8600000US01038","ZCTA5 01038","66818","9321",
"8600000US01039","ZCTA5 01039","77679","25154",
"8600000US01040","ZCTA5 01040","40656","2831",
"8600000US01050","ZCTA5 01050","63427","7507",
"8600000US01053","ZCTA5 01053","59074","9103",
"8600000US01054","ZCTA5 01054","91500","8386",
"8600000US01056","ZCTA5 01056","72040","5869",
"8600000US01057","ZCTA5 01057","82444","6965",
"8600000US01060","ZCTA5 01060","60020","5789",
"8600000US01062","ZCTA5 01062","73954","7268",
"8600000US01063","ZCTA5 01063","-","**",
"8600000US01066","ZCTA5 01066","-","**",
"8600000US01068","ZCTA5 01068","84375","8618",
"8600000US01069","ZCTA5 01069","63398","11848",
"8600000US01070","ZCTA5 01070","53750","8560",
"8600000US01071","ZCTA5 01071","75491","4754",
"8600000US01072","ZCTA5 01072","78696","8974",
"8600000US01073","ZCTA5 01073","93854","16622",
"8600000US01074","ZCTA5 01074","64840","47356",
"8600000US01075","ZCTA5 01075","65898","6021",
"8600000US01077","ZCTA5 01077","77734","10203",
"8600000US01079","ZCTA5 01079","31875","6850",
"8600000US01080","ZCTA5 01080","58139","17009",
"8600000US01081","ZCTA5 01081","54647","9301",
"8600000US01082","ZCTA5 01082","54107","5587",
"8600000US01083","ZCTA5 01083","70288","38371",
"8600000US01084","ZCTA5 01084","83750","26791",
"8600000US01085","ZCTA5 01085","64026","4192",
"8600000US01086","ZCTA5 01086","-","**",
"8600000US01088","ZCTA5 01088","47232","22062",
"8600000US01089","ZCTA5 01089","51472","4166",
"8600000US01092","ZCTA5 01092","79907","28048",
"8600000US01093","ZCTA5 01093","89643","44292",
"8600000US01094","ZCTA5 01094","25104","13074",
"8600000US01095","ZCTA5 01095","107361","7045",
"8600000US01096","ZCTA5 01096","83080","7967",
"8600000US01097","ZCTA5 01097","-","**",
"8600000US01098","ZCTA5 01098","78393","10229",
"8600000US01103","ZCTA5 01103","18338","5650",
"8600000US01104","ZCTA5 01104","31113","1845",
"8600000US01105","ZCTA5 01105","19921","2091",
"8600000US01106","ZCTA5 01106","111545","8327",
"8600000US01107","ZCTA5 01107","27131","3496",
"8600000US01108","ZCTA5 01108","40915","4067",
"8600000US01109","ZCTA5 01109","34329","1894",
"8600000US01118","ZCTA5 01118","61786","5888",
"8600000US01119","ZCTA5 01119","44091","7868",
"8600000US01128","ZCTA5 01128","61875","11027",
"8600000US01129","ZCTA5 01129","61645","5996",
"8600000US01151","ZCTA5 01151","41002","2905",
"8600000US01199","ZCTA5 01199","-","**",
"8600000US01201","ZCTA5 01201","49385","2170",
"8600000US01220","ZCTA5 01220","49301","3649",
"8600000US01222","ZCTA5 01222","69432","22426",
"8600000US01223","ZCTA5 01223","75852","10138",
"8600000US01224","ZCTA5 01224","37576","35499",
"8600000US01225","ZCTA5 01225","68264","13058",
"8600000US01226","ZCTA5 01226","59875","9942",
"8600000US01229","ZCTA5 01229","-","**",
"8600000US01230","ZCTA5 01230","67674","9435",
"8600000US01235","ZCTA5 01235","66581","4896",
"8600000US01236","ZCTA5 01236","65833","18230",
"8600000US01237","ZCTA5 01237","78194","12060",
"8600000US01238","ZCTA5 01238","72744","13685",
"8600000US01240","ZCTA5 01240","72766","13163",
"8600000US01242","ZCTA5 01242","85789","51254",
"8600000US01243","ZCTA5 01243","69167","31886",
"8600000US01244","ZCTA5 01244","55417","36670",
"8600000US01245","ZCTA5 01245","75167","15207",
"8600000US01247","ZCTA5 01247","41807","3150",
"8600000US01253","ZCTA5 01253","77375","16705",
"8600000US01254","ZCTA5 01254","85313","19942",
"8600000US01255","ZCTA5 01255","69135","15880",
"8600000US01256","ZCTA5 01256","60197","8104",
"8600000US01257","ZCTA5 01257","94625","28335",
"8600000US01258","ZCTA5 01258","67500","19536",
"8600000US01259","ZCTA5 01259","60625","37058",
"8600000US01260","ZCTA5 01260","115208","76459",
"8600000US01262","ZCTA5 01262","31144","4720",
"8600000US01264","ZCTA5 01264","66875","16020",
"8600000US01266","ZCTA5 01266","71989","8378",
"8600000US01267","ZCTA5 01267","82863","12109",
"8600000US01270","ZCTA5 01270","83333","16601",
"8600000US01301","ZCTA5 01301","49312","4240",
"8600000US01330","ZCTA5 01330","71346","6718",
"8600000US01331","ZCTA5 01331","57164","6407",
"8600000US01337","ZCTA5 01337","67470","2775",
"8600000US01338","ZCTA5 01338","60625","25669",
"8600000US01339","ZCTA5 01339","61500","10281",
"8600000US01340","ZCTA5 01340","55980","3045",
"8600000US01341","ZCTA5 01341","100417","14273",
"8600000US01342","ZCTA5 01342","77202","33088",
"8600000US01343","ZCTA5 01343","76250","29662",
"8600000US01344","ZCTA5 01344","61359","10915",
"8600000US01346","ZCTA5 01346","63036","10255",
"8600000US01347","ZCTA5 01347","54250","19888",
"8600000US01349","ZCTA5 01349","64219","11346",
"8600000US01350","ZCTA5 01350","26458","6786",
"8600000US01351","ZCTA5 01351","78849","14144",
"8600000US01354","ZCTA5 01354","67083","9959",
"8600000US01355","ZCTA5 01355","68250","10535",
"8600000US01360","ZCTA5 01360","72083","15894",
"8600000US01364","ZCTA5 01364","46405","5181",
"8600000US01366","ZCTA5 01366","68405","4443",
"8600000US01367","ZCTA5 01367","54500","10756",
"8600000US01368","ZCTA5 01368","72083","14636",
"8600000US01370","ZCTA5 01370","57083","5739",
"8600000US01373","ZCTA5 01373","73639","12574",
"8600000US01375","ZCTA5 01375","61102","7942",
"8600000US01376","ZCTA5 01376","41496","9156",
"8600000US01378","ZCTA5 01378","56250","9943",
"8600000US01379","ZCTA5 01379","44531","14037",
"8600000US01420","ZCTA5 01420","55277","4398",
"8600000US01430","ZCTA5 01430","97561","19299",
"8600000US01431","ZCTA5 01431","101357","9196",
"8600000US01432","ZCTA5 01432","91156","17630",
"8600000US01434","ZCTA5 01434","66477","63484",
"8600000US01436","ZCTA5 01436","58458","14566",
"8600000US01438","ZCTA5 01438","117917","80099",
"8600000US01440","ZCTA5 01440","50239","4856",
"8600000US01450","ZCTA5 01450","126883","12248",
"8600000US01451","ZCTA5 01451","155515","11997",
"8600000US01452","ZCTA5 01452","95530","10783",
"8600000US01453","ZCTA5 01453","58205","3442",
"8600000US01460","ZCTA5 01460","120638","9237",
"8600000US01462","ZCTA5 01462","101510","6813",
"8600000US01463","ZCTA5 01463","96750","6576",
"8600000US01464","ZCTA5 01464","70542","4697",
"8600000US01467","ZCTA5 01467","96806","91742",
"8600000US01468","ZCTA5 01468","70438","16446",
"8600000US01469","ZCTA5 01469","83602","6740",
"8600000US01473","ZCTA5 01473","98714","7277",
"8600000US01474","ZCTA5 01474","96750","17898",
"8600000US01475","ZCTA5 01475","71895","13447",
"8600000US01501","ZCTA5 01501","83441","3650",
"8600000US01503","ZCTA5 01503","104063","15724",
"8600000US01504","ZCTA5 01504","86513","12640",
"8600000US01505","ZCTA5 01505","98520","8479",
"8600000US01506","ZCTA5 01506","68125","11348",
"8600000US01507","ZCTA5 01507","97805","8924",
"8600000US01510","ZCTA5 01510","66094","7398",
"8600000US01515","ZCTA5 01515","84444","6391",
"8600000US01516","ZCTA5 01516","95567","4471",
"8600000US01518","ZCTA5 01518","64732","36932",
"8600000US01519","ZCTA5 01519","106644","13266",
"8600000US01520","ZCTA5 01520","105772","4964",
"8600000US01521","ZCTA5 01521","81680","5256",
"8600000US01522","ZCTA5 01522","101089","5411",
"8600000US01523","ZCTA5 01523","103857","13941",
"8600000US01524","ZCTA5 01524","71645","13157",
"8600000US01525","ZCTA5 01525","40888","9302",
"8600000US01527","ZCTA5 01527","81804","8594",
"8600000US01529","ZCTA5 01529","78704","7529",
"8600000US01531","ZCTA5 01531","89167","11587",
"8600000US01532","ZCTA5 01532","113608","10627",
"8600000US01534","ZCTA5 01534","92181","19597",
"8600000US01535","ZCTA5 01535","73599","5345",
"8600000US01536","ZCTA5 01536","108175","9541",
"8600000US01537","ZCTA5 01537","76389","10389",
"8600000US01540","ZCTA5 01540","68750","8970",
"8600000US01541","ZCTA5 01541","134191","12083",
"8600000US01542","ZCTA5 01542","107806","11746",
"8600000US01543","ZCTA5 01543","104050","8992",
"8600000US01545","ZCTA5 01545","106108","4401",
"8600000US01550","ZCTA5 01550","50787","3286",
"8600000US01560","ZCTA5 01560","79583","18131",
"8600000US01561","ZCTA5 01561","-","**",
"8600000US01562","ZCTA5 01562","71830","6734",
"8600000US01564","ZCTA5 01564","107348","22224",
"8600000US01566","ZCTA5 01566","100600","11515",
"8600000US01568","ZCTA5 01568","123942","9797",
"8600000US01569","ZCTA5 01569","101266","6653",
"8600000US01570","ZCTA5 01570","57924","7480",
"8600000US01571","ZCTA5 01571","67117","5611",
"8600000US01581","ZCTA5 01581","108767","9930",
"8600000US01583","ZCTA5 01583","79375","17429",
"8600000US01585","ZCTA5 01585","68578","9473",
"8600000US01588","ZCTA5 01588","75495","9227",
"8600000US01590","ZCTA5 01590","102439","10134",
"8600000US01602","ZCTA5 01602","61710","2941",
"8600000US01603","ZCTA5 01603","38701","2564",
"8600000US01604","ZCTA5 01604","53270","2469",
"8600000US01605","ZCTA5 01605","37857","4231",
"8600000US01606","ZCTA5 01606","66130","6536",
"8600000US01607","ZCTA5 01607","46974","13563",
"8600000US01608","ZCTA5 01608","24181","8426",
"8600000US01609","ZCTA5 01609","44943","2537",
"8600000US01610","ZCTA5 01610","34005","2539",
"8600000US01611","ZCTA5 01611","92898","12373",
"8600000US01612","ZCTA5 01612","99875","24973",
"8600000US01701","ZCTA5 01701","111169","5952",
"8600000US01702","ZCTA5 01702","57186","4202",
"8600000US01718","ZCTA5 01718","164402","62092",
"8600000US01719","ZCTA5 01719","108207","15005",
"8600000US01720","ZCTA5 01720","137147","7030",
"8600000US01721","ZCTA5 01721","121406","14153",
"8600000US01730","ZCTA5 01730","129726","10296",
"8600000US01731","ZCTA5 01731","97305","10091",
"8600000US01740","ZCTA5 01740","155093","17417",
"8600000US01741","ZCTA5 01741","171625","30952",
"8600000US01742","ZCTA5 01742","141068","7048",
"8600000US01745","ZCTA5 01745","125139","7858",
"8600000US01746","ZCTA5 01746","125625","13680",
"8600000US01747","ZCTA5 01747","107550","4379",
"8600000US01748","ZCTA5 01748","166156","12590",
"8600000US01749","ZCTA5 01749","87806","6449",
"8600000US01752","ZCTA5 01752","79228","3487",
"8600000US01754","ZCTA5 01754","101324","7519",
"8600000US01756","ZCTA5 01756","132063","22815",
"8600000US01757","ZCTA5 01757","82260","6731",
"8600000US01760","ZCTA5 01760","109490","6223",
"8600000US01770","ZCTA5 01770","180769","20485",
"8600000US01772","ZCTA5 01772","147444","10076",
"8600000US01773","ZCTA5 01773","137222","18224",
"8600000US01775","ZCTA5 01775","145967","18568",
"8600000US01776","ZCTA5 01776","176570","10277",
"8600000US01778","ZCTA5 01778","174107","11069",
"8600000US01801","ZCTA5 01801","88671","4867",
"8600000US01803","ZCTA5 01803","105443","12567",
"8600000US01810","ZCTA5 01810","148125","9205",
"8600000US01821","ZCTA5 01821","103728","3668",
"8600000US01824","ZCTA5 01824","119387","8512",
"8600000US01826","ZCTA5 01826","88440","7247",
"8600000US01827","ZCTA5 01827","131250","13582",
"8600000US01830","ZCTA5 01830","62194","4135",
"8600000US01832","ZCTA5 01832","66106","6044",
"8600000US01833","ZCTA5 01833","128885","15741",
"8600000US01834","ZCTA5 01834","97109","25237",
"8600000US01835","ZCTA5 01835","75115","4413",
"8600000US01840","ZCTA5 01840","22092","2045",
"8600000US01841","ZCTA5 01841","40230","2829",
"8600000US01843","ZCTA5 01843","49443","4601",
"8600000US01844","ZCTA5 01844","74912","4311",
"8600000US01845","ZCTA5 01845","109371","6251",
"8600000US01850","ZCTA5 01850","48331","5131",
"8600000US01851","ZCTA5 01851","57029","4575",
"8600000US01852","ZCTA5 01852","54377","4207",
"8600000US01854","ZCTA5 01854","42293","6897",
"8600000US01860","ZCTA5 01860","83508","16749",
"8600000US01862","ZCTA5 01862","97234","12407",
"8600000US01863","ZCTA5 01863","88542","19074",
"8600000US01864","ZCTA5 01864","126818","10682",
"8600000US01867","ZCTA5 01867","112836","11435",
"8600000US01876","ZCTA5 01876","97853","3764",
"8600000US01879","ZCTA5 01879","109485","7955",
"8600000US01880","ZCTA5 01880","95954","4407",
"8600000US01886","ZCTA5 01886","141173","7794",
"8600000US01887","ZCTA5 01887","122813","8865",
"8600000US01890","ZCTA5 01890","159536","7363",
"8600000US01901","ZCTA5 01901","22788","9628",
"8600000US01902","ZCTA5 01902","43956","2447",
"8600000US01904","ZCTA5 01904","85309","7764",
"8600000US01905","ZCTA5 01905","60417","3694",
"8600000US01906","ZCTA5 01906","80253","7224",
"8600000US01907","ZCTA5 01907","113078","8720",
"8600000US01908","ZCTA5 01908","90741","14008",
"8600000US01913","ZCTA5 01913","80721","4536",
"8600000US01915","ZCTA5 01915","79483","4264",
"8600000US01921","ZCTA5 01921","174340","25695",
"8600000US01922","ZCTA5 01922","90489","24265",
"8600000US01923","ZCTA5 01923","84842","6652",
"8600000US01929","ZCTA5 01929","113469","11215",
"8600000US01930","ZCTA5 01930","65377","4497",
"8600000US01937","ZCTA5 01937","-","**",
"8600000US01938","ZCTA5 01938","90557","7259",
"8600000US01940","ZCTA5 01940","119876","15765",
"8600000US01944","ZCTA5 01944","124025","18804",
"8600000US01945","ZCTA5 01945","115511","10062",
"8600000US01949","ZCTA5 01949","102604","27018",
"8600000US01950","ZCTA5 01950","103220","8830",
"8600000US01951","ZCTA5 01951","97083","14657",
"8600000US01952","ZCTA5 01952","78355","4532",
"8600000US01960","ZCTA5 01960","68214","3015",
"8600000US01966","ZCTA5 01966","81681","9109",
"8600000US01969","ZCTA5 01969","114063","21353",
"8600000US01970","ZCTA5 01970","65495","3689",
"8600000US01982","ZCTA5 01982","133333","25431",
"8600000US01983","ZCTA5 01983","136812","16970",
"8600000US01984","ZCTA5 01984","109712","24147",
"8600000US01985","ZCTA5 01985","138403","28870",
"8600000US02019","ZCTA5 02019","99569","7626",
"8600000US02021","ZCTA5 02021","105371","4823",
"8600000US02025","ZCTA5 02025","132204","30148",
"8600000US02026","ZCTA5 02026","96868","8134",
"8600000US02030","ZCTA5 02030","224784","36225",
"8600000US02032","ZCTA5 02032","130109","33931",
"8600000US02035","ZCTA5 02035","98374","6328",
"8600000US02038","ZCTA5 02038","115355","6428",
"8600000US02043","ZCTA5 02043","133596","10479",
"8600000US02045","ZCTA5 02045","85573","7603",
"8600000US02047","ZCTA5 02047","-","**",
"8600000US02048","ZCTA5 02048","114720","7963",
"8600000US02050","ZCTA5 02050","95168","10966",
"8600000US02052","ZCTA5 02052","155039","10467",
"8600000US02053","ZCTA5 02053","119450","9298",
"8600000US02054","ZCTA5 02054","106336","3371",
"8600000US02056","ZCTA5 02056","146607","8157",
"8600000US02061","ZCTA5 02061","151306","10873",
"8600000US02062","ZCTA5 02062","90511","3352",
"8600000US02066","ZCTA5 02066","121231","14356",
"8600000US02067","ZCTA5 02067","138650","10236",
"8600000US02071","ZCTA5 02071","109963","33050",
"8600000US02072","ZCTA5 02072","79421","4473",
"8600000US02081","ZCTA5 02081","109893","7920",
"8600000US02090","ZCTA5 02090","155887","10761",
"8600000US02093","ZCTA5 02093","113017","12469",
"8600000US02108","ZCTA5 02108","136667","31272",
"8600000US02109","ZCTA5 02109","143191","26830",
"8600000US02110","ZCTA5 02110","116932","50339",
"8600000US02111","ZCTA5 02111","40870","14534",
"8600000US02113","ZCTA5 02113","100063","8839",
"8600000US02114","ZCTA5 02114","95161","6419",
"8600000US02115","ZCTA5 02115","37340","6316",
"8600000US02116","ZCTA5 02116","105559","6711",
"8600000US02118","ZCTA5 02118","65250","10055",
"8600000US02119","ZCTA5 02119","30551","1872",
"8600000US02120","ZCTA5 02120","33727","3252",
"8600000US02121","ZCTA5 02121","30712","2027",
"8600000US02122","ZCTA5 02122","60474","5539",
"8600000US02124","ZCTA5 02124","53174","3252",
"8600000US02125","ZCTA5 02125","56318","5386",
"8600000US02126","ZCTA5 02126","52474","5872",
"8600000US02127","ZCTA5 02127","99340","5895",
"8600000US02128","ZCTA5 02128","55483","3389",
"8600000US02129","ZCTA5 02129","118226","10611",
"8600000US02130","ZCTA5 02130","90813","3533",
"8600000US02131","ZCTA5 02131","73199","8174",
"8600000US02132","ZCTA5 02132","100915","5526",
"8600000US02134","ZCTA5 02134","58068","6171",
"8600000US02135","ZCTA5 02135","72009","3002",
"8600000US02136","ZCTA5 02136","64784","3123",
"8600000US02138","ZCTA5 02138","95368","5047",
"8600000US02139","ZCTA5 02139","96771","6157",
"8600000US02140","ZCTA5 02140","100572","8841",
"8600000US02141","ZCTA5 02141","79222","6385",
"8600000US02142","ZCTA5 02142","116346","11875",
"8600000US02143","ZCTA5 02143","95556","7666",
"8600000US02144","ZCTA5 02144","107232","8846",
"8600000US02145","ZCTA5 02145","75744","5737",
"8600000US02148","ZCTA5 02148","64176","2271",
"8600000US02149","ZCTA5 02149","60264","5067",
"8600000US02150","ZCTA5 02150","53335","3697",
"8600000US02151","ZCTA5 02151","54987","3410",
"8600000US02152","ZCTA5 02152","68322","4462",
"8600000US02155","ZCTA5 02155","92407","4353",
"8600000US02163","ZCTA5 02163","49659","16546",
"8600000US02169","ZCTA5 02169","70248","3931",
"8600000US02170","ZCTA5 02170","76440","8845",
"8600000US02171","ZCTA5 02171","83479","6805",
"8600000US02176","ZCTA5 02176","103743","5757",
"8600000US02180","ZCTA5 02180","94835","5719",
"8600000US02184","ZCTA5 02184","94945","5125",
"8600000US02186","ZCTA5 02186","127448","7315",
"8600000US02188","ZCTA5 02188","83386","2491",
"8600000US02189","ZCTA5 02189","69067","8984",
"8600000US02190","ZCTA5 02190","87143","9253",
"8600000US02191","ZCTA5 02191","74801","5725",
"8600000US02199","ZCTA5 02199","91125","45459",
"8600000US02203","ZCTA5 02203","-","**",
"8600000US02210","ZCTA5 02210","163068","18679",
"8600000US02215","ZCTA5 02215","45337","8186",
"8600000US02301","ZCTA5 02301","49693","2685",
"8600000US02302","ZCTA5 02302","67608","3978",
"8600000US02322","ZCTA5 02322","69868","8753",
"8600000US02324","ZCTA5 02324","92289","6927",
"8600000US02330","ZCTA5 02330","66406","8123",
"8600000US02332","ZCTA5 02332","128333","11634",
"8600000US02333","ZCTA5 02333","86922","7851",
"8600000US02338","ZCTA5 02338","92111","16154",
"8600000US02339","ZCTA5 02339","120000","10527",
"8600000US02341","ZCTA5 02341","98537","9169",
"8600000US02343","ZCTA5 02343","69539","7990",
"8600000US02346","ZCTA5 02346","83227","10128",
"8600000US02347","ZCTA5 02347","106775","9239",
"8600000US02351","ZCTA5 02351","90873","9890",
"8600000US02356","ZCTA5 02356","122710","4183",
"8600000US02357","ZCTA5 02357","-","**",
"8600000US02359","ZCTA5 02359","103920","6141",
"8600000US02360","ZCTA5 02360","87595","2758",
"8600000US02364","ZCTA5 02364","106654","16270",
"8600000US02366","ZCTA5 02366","-","**",
"8600000US02367","ZCTA5 02367","98359","16571",
"8600000US02368","ZCTA5 02368","73860","4292",
"8600000US02370","ZCTA5 02370","79807","6850",
"8600000US02375","ZCTA5 02375","94984","8217",
"8600000US02379","ZCTA5 02379","86806","11589",
"8600000US02382","ZCTA5 02382","83066","5160",
"8600000US02420","ZCTA5 02420","180050","18417",
"8600000US02421","ZCTA5 02421","168194","10802",
"8600000US02445","ZCTA5 02445","121763","11557",
"8600000US02446","ZCTA5 02446","98614","5984",
"8600000US02451","ZCTA5 02451","96914","13326",
"8600000US02452","ZCTA5 02452","86197","13476",
"8600000US02453","ZCTA5 02453","76856","8135",
"8600000US02457","ZCTA5 02457","-","**",
"8600000US02458","ZCTA5 02458","106074","12247",
"8600000US02459","ZCTA5 02459","177005","16919",
"8600000US02460","ZCTA5 02460","122688","13899",
"8600000US02461","ZCTA5 02461","163382","16774",
"8600000US02462","ZCTA5 02462","113250","45314",
